347.000,58.000,103.000,251.000
346.319,57.319,103.000,251.000
345.637,58.000,103.000,251.000
340.867,57.319,103.000,251.000
340.185,58.000,103.000,251.000
331.327,60.044,103.000,251.000
329.282,62.089,103.000,251.000
320.423,64.133,103.000,251.000
317.016,64.815,103.000,251.000
310.883,64.133,103.000,251.000
311.564,66.177,103.000,251.000
302.705,69.585,103.000,251.000
299.298,70.266,103.000,251.000
297.254,72.311,103.000,251.000
292.484,74.355,103.000,251.000
289.076,76.399,103.000,251.000
287.032,68.903,103.000,251.000
282.262,70.948,103.000,251.000
288.899,57.566,105.279,256.553
289.596,49.904,105.279,256.553
291.686,51.994,105.279,256.553
288.353,55.659,107.608,262.230
286.217,42.132,107.608,262.230
281.233,47.116,107.608,262.230
270.554,79.153,107.608,262.230
262.723,89.833,107.608,262.230
277.674,83.425,107.608,262.230
287.563,70.922,109.989,268.031
299.181,55.122,112.423,273.962
304.388,43.965,112.423,273.962
305.131,32.808,112.423,273.962
305.875,26.114,112.423,273.962
297.693,37.271,112.423,273.962
289.512,45.453,112.423,273.962
282.818,41.734,112.423,273.962
276.123,38.015,112.423,273.962
279.842,43.221,112.423,273.962
282.074,45.453,112.423,273.962
287.280,49.172,112.423,273.962
289.196,59.979,110.025,268.119
299.490,64.943,107.679,262.402
298.578,69.801,105.382,256.806
307.642,63.526,105.382,256.806
314.814,62.904,103.135,251.329
332.356,58.349,100.936,245.970
337.030,63.024,100.936,245.970
340.369,58.349,100.936,245.970
339.702,59.017,100.936,245.970
343.996,63.570,98.783,240.724
343.343,65.531,98.783,240.724
340.075,59.649,98.783,240.724
342.035,57.688,98.783,240.724
347.918,63.570,98.783,240.724
355.107,68.145,98.783,240.724
356.048,60.736,100.969,246.050
363.396,64.076,100.969,246.050
357.384,62.072,100.969,246.050
358.052,60.068,100.969,246.050
358.720,58.064,100.969,246.050
366.068,64.076,100.969,246.050
372.080,64.744,100.969,246.050
376.757,70.756,100.969,246.050
376.089,66.080,100.969,246.050
372.748,64.076,100.969,246.050
366.736,60.736,100.969,246.050
360.724,57.396,100.969,246.050
350.704,51.384,100.969,246.050
343.356,48.044,100.969,246.050
336.062,47.448,98.816,240.803
328.870,53.332,98.816,240.803
321.679,52.678,98.816,240.803
315.795,53.332,98.816,240.803
308.604,59.216,98.816,240.803
305.335,55.947,98.816,240.803
308.604,48.755,98.816,240.803
305.335,46.794,98.816,240.803
303.238,43.690,96.708,235.668
302.419,44.353,94.646,230.642
300.410,43.795,92.628,225.724
302.249,45.633,92.628,225.724
296.733,48.697,92.628,225.724
299.493,51.695,90.652,220.910
300.093,57.093,90.652,220.910
301.892,63.690,90.652,220.910
308.489,67.888,90.652,220.910
310.289,68.488,90.652,220.910
310.888,60.691,90.652,220.910
313.887,64.889,90.652,220.910
318.085,71.487,90.652,220.910
321.084,76.885,90.652,220.910
324.083,84.682,90.652,220.910
324.683,80.483,90.652,220.910
319.285,72.686,90.652,220.910
316.286,68.488,90.652,220.910
314.487,72.686,90.652,220.910
315.087,67.289,90.652,220.910
319.285,73.886,90.652,220.910
319.885,67.289,90.652,220.910
319.285,60.691,90.652,220.910
316.286,52.894,90.652,220.910
312.088,45.097,90.652,220.910
307.852,42.250,88.719,216.199
301.395,38.141,88.719,216.199
297.249,37.618,86.827,211.589
293.228,40.490,86.827,211.589
288.058,36.469,86.827,211.589
293.228,42.788,86.827,211.589
292.654,46.809,86.827,211.589
287.483,47.383,86.827,211.589
283.462,43.362,86.827,211.589
279.441,43.937,86.827,211.589
281.164,47.958,86.827,211.589
281.739,56.575,86.827,211.589
281.004,46.096,84.976,207.076
280.441,39.912,84.976,207.076
283.252,44.972,84.976,207.076
286.868,40.135,83.163,202.661
288.519,43.987,83.163,202.661
295.239,43.496,81.390,198.339
297.931,47.265,81.390,198.339
302.778,42.419,81.390,198.339
305.470,49.419,81.390,198.339
312.950,56.722,83.191,202.727
317.169,63.045,85.031,207.212
324.983,70.675,86.913,211.797
