152.000,102.000,40.000,67.000
152.209,102.209,40.000,67.000
152.418,104.089,40.000,67.000
153.881,105.552,40.000,67.000
154.507,105.761,40.000,67.000
155.552,106.388,40.000,67.000
155.343,108.268,40.000,67.000
152.346,109.990,39.147,65.571
149.018,112.857,38.312,64.173
145.376,115.277,37.495,62.804
142.438,113.906,37.495,62.804
138.325,112.144,37.495,62.804
134.604,109.597,37.495,62.804
136.367,111.360,37.495,62.804
138.913,109.597,37.495,62.804
140.284,108.226,37.495,62.804
144.005,106.464,37.495,62.804
151.644,108.226,37.495,62.804
160.066,109.206,37.495,62.804
166.138,112.144,37.495,62.804
176.127,115.865,37.495,62.804
183.765,119.978,37.495,62.804
187.487,122.133,37.495,62.804
190.120,119.609,38.325,64.194
191.150,116.199,39.173,65.614
194.326,116.534,40.039,67.066
192.861,117.162,40.039,67.066
187.862,114.467,40.925,68.550
186.793,113.826,40.925,68.550
184.787,110.184,41.831,70.066
183.191,106.462,42.756,71.617
179.394,101.771,42.756,71.617
171.131,97.081,42.756,71.617
164.654,95.518,42.756,71.617
159.070,97.975,42.756,71.617
150.806,94.624,42.756,71.617
143.613,90.820,43.702,73.201
136.080,90.591,43.702,73.201
131.286,89.450,43.702,73.201
123.611,93.531,42.770,71.640
115.488,96.679,43.717,73.225
110.693,100.104,43.717,73.225
108.637,102.160,43.717,73.225
107.496,102.845,43.717,73.225
109.551,105.357,43.717,73.225
111.200,106.205,44.684,74.845
114.338,107.557,45.672,76.501
115.565,110.423,46.683,78.194
112.883,112.130,46.683,78.194
112.619,111.518,47.716,79.924
110.376,106.782,47.716,79.924
106.637,101.548,47.716,79.924
108.382,99.803,47.716,79.924
111.124,102.545,47.716,79.924
109.878,101.797,47.716,79.924
110.643,102.206,48.771,81.692
111.917,102.971,48.771,81.692
116.757,105.263,48.771,81.692
131.274,104.907,47.731,79.950
143.559,106.000,46.713,78.245
155.027,103.315,46.713,78.245
163.568,99.167,46.713,78.245
164.300,94.043,46.713,78.245
164.544,90.871,46.713,78.245
168.100,90.999,45.717,76.576
177.891,90.283,45.717,76.576
183.383,93.865,45.717,76.576
187.324,98.134,44.742,74.943
185.616,102.882,45.732,76.602
185.854,107.735,46.744,78.296
197.330,111.398,46.744,78.296
262.525,142.897,46.744,78.296
261.793,144.118,46.744,78.296
263.938,147.541,45.747,76.627
263.699,149.692,45.747,76.627
266.260,152.121,44.772,74.993
265.091,150.484,44.772,74.993
245.912,122.236,45.762,76.652
242.678,119.156,46.775,78.348
237.851,117.529,47.810,80.081
233.106,113.783,47.810,80.081
227.362,110.036,47.810,80.081
220.119,106.790,47.810,80.081
213.376,105.042,47.810,80.081
208.631,103.793,47.810,80.081
205.384,102.045,47.810,80.081
201.139,99.298,47.810,80.081
196.893,94.053,47.810,80.081
193.147,84.313,47.810,80.081
187.902,80.567,47.810,80.081
177.164,77.820,47.810,80.081
168.767,76.026,46.790,78.373
156.790,75.781,46.790,78.373
148.725,74.070,46.790,78.373
143.805,74.671,45.792,76.702
138.068,73.874,44.816,75.066
133.152,73.640,44.816,75.066
129.641,72.470,44.816,75.066
124.725,71.768,44.816,75.066
116.063,72.002,44.816,75.066
110.210,71.299,44.816,75.066
107.303,70.069,43.860,73.466
100.925,68.865,42.925,71.899
91.225,65.525,42.009,70.366
83.847,63.949,41.113,68.865
79.111,60.750,40.237,67.397
76.799,52.133,40.237,67.397
75.810,49.812,39.379,65.959
73.958,47.550,39.379,65.959
70.050,44.464,39.379,65.959
66.306,46.555,38.539,64.553
64.195,46.274,37.717,63.176
62.816,44.500,37.717,63.176
58.850,41.186,36.913,61.829
61.288,40.544,36.126,60.510
65.628,42.243,36.126,60.510
70.197,45.252,35.355,59.220
77.769,43.960,35.355,59.220
82.168,43.496,36.137,60.530
87.265,42.175,36.137,60.530
94.249,41.608,36.137,60.530
103.186,44.255,35.367,59.239
112.978,46.287,35.367,59.239
123.508,47.950,35.367,59.239
133.299,47.765,35.367,59.239
141.982,49.428,35.367,59.239
150.373,51.306,34.613,57.976
158.235,54.538,33.874,56.740
156.289,36.667,33.874,56.740
161.066,16.318,33.874,56.740
161.977,12.936,34.624,57.995
162.532,12.482,35.390,59.278
200.308,63.036,36.173,60.590
196.183,57.857,36.973,61.930
184.016,48.780,36.973,61.930
170.689,38.930,36.973,61.930
161.998,31.011,36.973,61.930
152.921,30.818,36.973,61.930
146.161,34.874,36.973,61.930
143.650,42.020,36.973,61.930
142.685,45.303,36.973,61.930
139.788,45.883,36.973,61.930
136.504,49.552,36.973,61.930
130.755,52.633,36.185,60.610
124.140,50.932,36.185,60.610
115.634,48.474,36.185,60.610
108.370,43.686,36.985,61.951
98.540,38.390,37.804,63.321
91.361,34.207,38.640,64.722
86.117,30.768,39.495,66.154
76.904,29.394,40.369,67.618
66.612,29.303,41.262,69.114
60.565,27.420,42.175,70.643
53.013,26.410,43.108,72.206
49.635,27.986,43.108,72.206
45.187,25.085,44.062,73.804
41.734,23.474,44.062,73.804
41.964,20.942,44.062,73.804
46.206,21.063,43.122,72.230
52.288,19.937,43.122,72.230
58.820,18.360,43.122,72.230
64.902,19.036,43.122,72.230
69.632,18.360,43.122,72.230
74.217,21.519,42.203,70.689
80.169,25.266,42.203,70.689
85.240,27.691,42.203,70.689
89.428,29.675,42.203,70.689
93.176,32.982,42.203,70.689
94.719,30.557,42.203,70.689
97.585,32.982,42.203,70.689
97.804,30.142,43.136,72.253
104.563,33.301,42.216,70.713
114.486,39.255,42.216,70.713
125.688,46.938,43.150,72.277
134.929,79.171,43.150,72.277
136.507,83.905,43.150,72.277
137.667,84.742,44.105,73.876
137.896,85.598,45.081,75.511
142.841,90.543,45.081,75.511
145.519,92.395,46.078,77.181
145.758,95.787,47.098,78.889
143.544,108.826,47.098,78.889
147.873,119.950,48.140,80.634
154.906,132.364,49.205,82.418
158.762,136.733,49.205,82.418
166.484,139.822,50.294,84.242
203.002,134.830,50.294,84.242
197.812,128.174,51.406,86.106
190.835,131.958,52.544,88.011
179.148,127.282,53.706,89.958
169.531,121.921,54.895,91.948
158.511,122.987,56.109,93.983
144.207,117.386,57.351,96.062
129.585,111.039,58.619,98.188
115.806,107.671,58.619,98.188
108.486,101.184,59.916,100.360
104.417,97.741,59.916,100.360
102.852,94.298,59.916,100.360
99.267,88.317,61.242,102.580
96.266,85.523,62.597,104.850
92.669,89.774,62.597,104.850
87.111,91.409,62.597,104.850
83.681,92.842,61.262,102.614
76.961,95.082,61.262,102.614
70.880,97.962,61.262,102.614
74.926,99.364,59.956,100.426
82.130,100.304,59.956,100.426
87.901,102.884,58.677,98.284
96.177,105.643,58.677,98.284
107.518,111.466,58.677,98.284
113.341,108.708,58.677,98.284
117.326,102.271,58.677,98.284
123.150,97.060,58.677,98.284
128.360,98.593,58.677,98.284
134.389,101.004,59.975,100.459
147.861,108.209,59.975,100.459
163.124,111.324,61.302,102.681
184.705,112.513,62.659,104.953
223.743,106.938,64.045,107.275
228.936,99.850,65.462,109.649
233.381,96.773,65.462,109.649
234.407,93.011,65.462,109.649
228.594,90.618,65.462,109.649
224.148,86.856,65.462,109.649
218.335,87.198,65.462,109.649
203.065,84.211,66.910,112.075
180.346,82.464,66.910,112.075
166.016,82.813,66.910,112.075
156.579,84.561,66.910,112.075
141.550,83.512,66.910,112.075
131.414,83.862,66.910,112.075
114.987,83.512,66.910,112.075
104.851,85.260,66.910,112.075
91.220,86.308,66.910,112.075
72.695,85.260,66.910,112.075
61.161,87.008,66.910,112.075
56.617,90.153,66.910,112.075
56.967,91.202,66.910,112.075
40.540,99.940,66.910,112.075
43.788,100.513,68.391,114.554
64.152,100.156,68.391,114.554
76.655,104.085,68.391,114.554
87.016,103.728,68.391,114.554
104.521,108.372,68.391,114.554
122.741,112.302,68.391,114.554
138.817,117.661,68.391,114.554
154.179,120.876,68.391,114.554
173.113,117.661,68.391,114.554
181.330,113.731,68.391,114.554
192.404,115.517,68.391,114.554
220.929,113.138,69.904,117.089
229.327,105.470,69.904,117.089
223.850,101.453,69.904,117.089
215.121,100.537,71.450,119.679
196.086,98.671,71.450,119.679
177.798,102.030,71.450,119.679
164.734,98.671,71.450,119.679
149.308,98.148,69.927,117.127
141.956,97.637,68.436,114.630
133.734,92.989,68.436,114.630
126.942,88.342,68.436,114.630
108.753,83.736,69.950,117.166
96.468,77.589,68.458,114.667
85.134,72.952,66.998,112.222
69.319,70.438,65.569,109.829
62.425,67.978,64.171,107.487
60.848,64.924,62.803,105.194
57.895,61.315,62.803,105.194
60.778,66.548,61.463,102.951
62.384,64.300,61.463,102.951
60.136,60.126,61.463,102.951
